Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
101	213.62042	42.75116	264.03128	128.22452	114.66649	28.41785	176.68124	69.915276	696.25	952.5	504999	41.951347	27.750563	223.30928	-313.9001	-42.409393	11.595437	3308.2378709316254
102	162.3787	69.16777	235.28882	74.59463	146.42563	80.90303	266.78674	-12.268179	732.1429	857.5	509999	41.34148	27.466599	220.7043	-331.9677	-41.80284	11.50266	3340.6653418540955
103	157.35927	55.32689	237.59158	82.8162	84.90672	47.0308	162.4618	-6.019396	766.3333	903.8	514999	41.205685	26.972519	220.79791	-395.78308	-41.659866	12.006812	3375.2117125988007
104	135.36664	71.2388	238.223	38.703365	193.43683	66.2294	270.85382	72.300865	766.3333	771.4	519999	41.059563	26.240976	218.33243	-332.33527	-41.512375	12.415274	3409.455370903015
105	126.89228	99.52821	248.71147	-66.16517	162.73795	54.988983	259.1356	89.71974	627.44446	837.5	524999	40.931675	26.13086	220.30513	-315.29187	-41.379925	12.228581	3440.036376953125
106	196.56277	50.797928	259.90414	120.36421	124.22164	70.346085	271.24554	-18.961473	713.4286	874.1	529999	40.79409	26.073483	223.0475	-293.65167	-41.24946	12.325008	3470.2644896507263
107	235.49478	51.526573	309.41644	123.53171	167.45923	70.94053	246.50227	16.724401	515.4	677.8	534999	41.219707	26.15764	230.87915	-267.90594	-41.67912	11.410189	3498.0082886219025
108	177.20491	50.901913	232.70197	105.423584	174.07903	74.39168	244.98518	9.316948	901.4	665.8	539999	41.42254	26.462118	231.52884	-298.18362	-41.877357	12.767932	3528.720051050186
109	154.4991	93.85664	274.49704	-7.525923	190.6772	73.793	279.49356	69.937225	712.7143	781.0	544999	41.581585	26.789381	236.84087	-334.9872	-42.047832	12.054225	3560.048910140991
110	191.22298	59.24434	263.60394	108.193794	158.33481	79.7605	274.18808	5.916744	916.8333	709.7	549999	41.85882	26.879242	235.94342	-324.31332	-42.322754	11.892663	3590.7936432361603
111	199.28609	73.43116	267.89233	60.346382	125.53157	72.692444	261.05093	16.472801	680.0	747.9	554999	42.075397	26.951118	238.51149	-320.5852	-42.522297	12.172281	3624.106326818466
112	114.808876	94.24071	230.8862	-63.69787	91.99361	99.92764	267.07242	-63.37192	623.125	844.5	559999	41.7108	26.964924	241.24237	-329.92618	-42.143524	12.419434	3660.220014333725
113	159.23003	96.738075	266.87598	-26.143852	128.45459	98.848495	287.90506	-48.562683	566.0	883.9	564999	41.171265	26.981386	239.74069	-327.34723	-41.58906	12.090603	3695.583418607712
114	162.39561	96.43751	250.18797	4.871624	173.42638	73.13429	288.59842	71.90055	753.0	722.9	569999	41.077763	27.146797	235.66426	-284.28342	-41.521145	11.492841	3726.7274663448334
115	117.55782	79.63234	265.80188	-12.721624	127.65111	67.6434	220.1056	0.8919147	640.44446	662.4	574999	41.01205	27.314268	246.73752	-253.11333	-41.444363	11.196085	3754.705929040909
116	219.43301	83.08856	297.09534	19.798964	183.85088	80.90871	293.8362	21.256527	467.8	652.2	579999	41.07931	27.627329	246.62247	-218.37013	-41.517113	11.147444	3781.2325789928436
117	201.98903	43.499447	244.8662	103.00039	213.42981	59.48937	297.86923	115.96562	486.44446	601.5	584999	40.76571	27.418203	247.34319	-267.71466	-41.192276	12.253872	3806.69238781929
118	203.06863	61.29477	297.27725	102.60964	201.87006	58.741844	285.7869	76.075165	562.2	744.4	589999	40.674408	27.044243	246.63026	-250.98227	-41.1007	11.6038065	3834.8058001995087
119	219.64172	52.55485	274.4039	122.46631	126.78485	94.30973	249.0439	-5.6790695	431.66666	375.7	594999	40.868565	26.63701	243.8581	-215.529	-41.30596	11.519728	3856.9437050819397
120	205.99684	42.28995	243.96136	135.97621	187.22693	61.594555	264.2516	105.142166	723.6667	655.1	599999	41.457695	26.908062	240.17947	-290.43213	-41.907444	12.187708	3886.222507715225
121	141.0641	82.7699	250.65941	-26.148195	130.38753	48.554092	250.32097	42.12609	790.5714	858.8	604999	42.210297	27.313578	246.8688	-341.0646	-42.66736	11.786312	3916.23414683342
122	168.84789	58.991253	266.39996	115.98871	160.69629	46.033047	257.7983	103.914604	807.8333	845.0	609999	42.564877	27.339817	250.06453	-279.85715	-43.016632	12.166788	3945.4450488090515
123	222.40526	81.765526	311.29828	30.822716	119.94945	86.93955	247.38542	-23.526724	480.36365	641.2	614999	42.71937	27.889153	250.02785	-253.25198	-43.186916	11.707315	3970.154408931732
124	137.04585	110.13629	285.14612	-16.555887	159.501	66.314865	253.97005	12.292016	541.0	630.4	619999	43.6443	28.405949	245.44891	-243.57986	-44.132305	11.276301	3995.180585861206
125	181.96567	47.975204	246.3128	133.13583	127.19167	89.32096	274.3446	-42.847645	870.6	847.6	624999	44.16017	28.615368	237.39569	-254.63347	-44.629288	12.350366	4023.266762971878
126	179.8719	96.277	257.6248	-27.907248	202.56656	37.04153	273.3037	145.43054	782.5714	620.6	629999	44.032085	28.835588	229.18318	-232.34177	-44.481133	12.208958	4048.08402466774
127	154.44029	98.20248	269.44543	-28.229769	160.30739	99.61011	256.63492	-57.279655	703.2857	699.9	634999	44.078094	29.066721	224.41765	-225.09683	-44.533176	11.310541	4075.5277848243713
128	193.24092	104.14678	280.3931	-66.65268	132.0011	92.838135	208.08638	-62.385735	594.0	892.1	639999	43.888973	29.310719	224.44774	-239.02055	-44.323624	11.563036	4106.122749090195
129	224.34737	63.834915	301.09686	71.70086	201.6053	29.23156	249.77287	173.49173	521.8889	807.2	644999	42.89473	29.475351	221.48323	-262.86554	-43.298008	11.6146145	4135.169460058212
130	250.20682	37.53084	282.6345	150.52977	239.51372	52.63022	313.52734	120.44033	607.7778	389.7	649999	42.223923	29.707296	219.39531	-252.90997	-42.629784	11.254202	4157.825649499893
131	147.06519	90.385704	235.18367	10.770937	95.60536	104.56247	281.04645	-73.382126	446.72726	792.5	654999	41.44859	29.504652	215.3668	-258.76874	-41.829224	11.277508	4187.33690237999
132	177.03403	112.80624	261.08307	-86.3416	191.5963	79.28177	269.58264	-27.738129	582.875	629.7	659999	40.580395	29.47149	215.98387	-230.68428	-40.964275	11.770376	4213.613475322723
133	142.28949	102.560074	255.28357	-14.432735	72.7213	159.42453	290.51746	-109.959984	577.44446	544.2	664999	40.149357	29.414408	215.62595	-192.83286	-40.53947	11.895238	4241.190721035004
134	101.43162	134.3956	268.71692	-82.085205	99.64329	133.97284	295.77893	-38.444557	733.8333	785.9	669999	40.218845	29.218672	217.15685	-207.29654	-40.637745	10.823907	4276.43740272522
135	163.19101	116.222664	287.14935	-51.56091	192.49118	75.5451	276.08917	-14.834343	547.4	559.6	674999	40.85744	29.709053	223.541	-201.75534	-41.302395	10.918433	4301.480234384537
136	123.0819	130.4888	284.1919	-62.270443	130.21884	109.03522	279.72507	-17.32988	691.1429	255.5	679999	41.739563	30.285736	220.0086	-227.20715	-42.19585	11.472299	4323.872005224228
137	184.37108	105.10401	281.19095	-23.44416	175.11496	86.60066	283.50168	-37.088783	445.9091	567.4	684999	42.818024	30.758242	229.23302	-220.54608	-43.280315	11.855376	4349.2482759952545
